event_definition,coding_system,code_name,concept,concept_name,tags,system,event_abbreviation,type,code_rounding_issue,code_issue_dot,code
Aneurysm and vascular malformation,SCTSPA,Thoracoabdominal aortic aneurysm (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,233984007,233984007,233984007
Aneurysm and vascular malformation,SCTSPA,Thoracoabdominal aortic aneurysm- ruptured (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,195265003,195265003,195265003
Aneurysm and vascular malformation,SCTSPA,Thrombosed aneurysm (morphologic abnormality),"","",narrow,V,ANEURYSMVASCMALF,COV,125271003,125271003,125271003
Aneurysm and vascular malformation,SCTSPA,Thrombosed atherosclerotic aneurysm (morphologic abnormality),"","",narrow,V,ANEURYSMVASCMALF,COV,123625002,123625002,123625002
Aneurysm and vascular malformation,SCTSPA,True congenital varicose veins (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,234129008,234129008,234129008
Aneurysm and vascular malformation,SCTSPA,Truncal arteriovenous fistula (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,234144009,234144009,234144009
Aneurysm and vascular malformation,SCTSPA,Type I dissection of thoracic aorta (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,233995001,233995001,233995001
Aneurysm and vascular malformation,SCTSPA,Type II dissection of thoracic aorta (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,233996000,233996000,233996000
Aneurysm and vascular malformation,SCTSPA,Ulnar artery aneurysm (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,195273007,195273007,195273007
Aneurysm and vascular malformation,SCTSPA,Varicose aneurysm (morphologic abnormality),"","",narrow,V,ANEURYSMVASCMALF,COV,57754000,57754000,57754000
Aneurysm and vascular malformation,SCTSPA,Varicose aneurysm of artery (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,43331001,43331001,43331001
Aneurysm and vascular malformation,SCTSPA,Vascular graft aneurysm (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,234198008,234198008,234198008
Aneurysm and vascular malformation,SCTSPA,Venovenous fistula (morphologic abnormality),"","",narrow,V,ANEURYSMVASCMALF,COV,371286003,371286003,371286003
Aneurysm and vascular malformation,SCTSPA,Ventricular aneurysm (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,90539001,90539001,90539001
Aneurysm and vascular malformation,SCTSPA,Ventricular aneurysm due to and following acute myocardial infarction (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,723858002,723858002,723858002
Aneurysm and vascular malformation,SCTSPA,Ventricular septal aneurysm (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,253577002,253577002,253577002
Aneurysm and vascular malformation,SCTSPA,Vertebral artery aneurysm (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,297176007,297176007,297176007
Aneurysm and vascular malformation,SCTSPA,[X]aneurisma de aorta en enfermedades clasificadas en otra parte,C0348652,Aneurysm of aorta in diseases classified elsewhere,narrow,V,ANEURYSMVASCMALF,COV,195622005,195622005,195622005
Aneurysm and vascular malformation,SCTSPA,[X]aneurisma de otras arterias especificadas,C0002945,Aneurysm of other specified arteries,narrow,V,ANEURYSMVASCMALF,COV,195617005,195617005,195617005
Aneurysm and vascular malformation,SCTSPA,[X]otras malformaciones congénitas de la arteria pulmonar,C0478001,Other congenital malformations of pulmonary artery,narrow,V,ANEURYSMVASCMALF,COV,205880000,205880000,205880000
Aneurysm and vascular malformation,SCTSPA,[X]otras malformaciones congénitas especificadas del aparato circulatorio,C0478008,Other specified congenital malformations of circulatory system,narrow,V,ANEURYSMVASCMALF,COV,205888007,205888007,205888007
Aneurysm and vascular malformation,SCTSPA,[X]otras malformaciones congénitas especificadas del sistema vascular periférico,C0478005,Other specified congenital malformations of peripheral vascular system,narrow,V,ANEURYSMVASCMALF,COV,205885005,205885005,205885005
Aneurysm and vascular malformation,SCTSPA,[X]otras malformaciones de los vasos precerebrales,C0478006,Other malformations of precerebral vessels,narrow,V,ANEURYSMVASCMALF,COV,205886006,205886006,205886006
Aneurysm and vascular malformation,SCTSPA,[X]otras malformaciones de vasos cerebrales,C0478007,Other malformations of cerebral vessels,narrow,V,ANEURYSMVASCMALF,COV,205887002,205887002,205887002
Aneurysm and vascular malformation,SCTSPA,[X]ruptura de aneurisma aórtico de localización no especificada,C0741160,Aortic Aneurysm- Ruptured,narrow,V,ANEURYSMVASCMALF,COV,195615002,195615002,195615002
Aneurysm and vascular malformation,SCTSPA,aneurisma,C0002940,Aneurysm,narrow,V,ANEURYSMVASCMALF,COV,432119003,432119003,432119003
Aneurysm and vascular malformation,SCTSPA,aneurisma,C0002940,Aneurysm,narrow,V,ANEURYSMVASCMALF,COV,85659009,85659009,85659009
Aneurysm and vascular malformation,SCTSPA,aneurisma - lesión,C0002940,Aneurysm,narrow,V,ANEURYSMVASCMALF,COV,134342004,134342004,134342004
Aneurysm and vascular malformation,SCTSPA,aneurisma arterial disecante,C0002949,Aneurysm- Dissecting,narrow,V,ANEURYSMVASCMALF,COV,9406001,9406001,9406001
Aneurysm and vascular malformation,SCTSPA,aneurisma aórtico disecante,C0012736,Dissecting aortic aneurysm,narrow,V,ANEURYSMVASCMALF,COV,67076004,67076004,67076004
Aneurysm and vascular malformation,SCTSPA,aneurisma aórtico sin mención de ruptura- SAI,C0340629,Aortic aneurysm without mention of rupture NOS,narrow,V,ANEURYSMVASCMALF,COV,195266002,195266002,195266002
Aneurysm and vascular malformation,SCTSPA,aneurisma aórtico- SAI,C0003486,Aortic Aneurysm,narrow,V,ANEURYSMVASCMALF,COV,155424009,155424009,155424009
Aneurysm and vascular malformation,SCTSPA,aneurisma aórtico- SAI,C0003486,Aortic Aneurysm,narrow,V,ANEURYSMVASCMALF,COV,195269009,195269009,195269009
Aneurysm and vascular malformation,SCTSPA,aneurisma cardíaco mural,C1541919,Mural cardiac aneurysm (disorder),narrow,V,ANEURYSMVASCMALF,COV,275511009,275511009,275511009
Aneurysm and vascular malformation,SCTSPA,aneurisma cardíaco- SAI,C0018789,Heart Aneurysm,narrow,V,ANEURYSMVASCMALF,COV,194847002,194847002,194847002
Aneurysm and vascular malformation,SCTSPA,aneurisma cerebral congénito intacto,C2910157,Congenital cerebral aneurysm (nonruptured),narrow,V,ANEURYSMVASCMALF,COV,330081000119108,330081000119108,330081000119108
Aneurysm and vascular malformation,SCTSPA,aneurisma cerebral indemne,C0155730,Aneurysm cerebral (unruptured),narrow,V,ANEURYSMVASCMALF,COV,42994005,42994005,42994005
Aneurysm and vascular malformation,SCTSPA,aneurisma cerebral roto de origen sifilítico,C0153174,Rupture of syphilitic cerebral aneurysm,narrow,V,ANEURYSMVASCMALF,COV,24687004,24687004,24687004
Aneurysm and vascular malformation,SCTSPA,aneurisma congénito,C0559898,Congenital arterial aneurysm,narrow,V,ANEURYSMVASCMALF,COV,72606009,72606009,72606009
Aneurysm and vascular malformation,SCTSPA,aneurisma congénito periférico,C0265941,Congenital peripheral aneurysm,narrow,V,ANEURYSMVASCMALF,COV,1130005,1130005,1130005
Aneurysm and vascular malformation,SCTSPA,aneurisma de aorta abdominal sin mención de ruptura,C0265011,Abdominal aortic aneurysm without rupture,narrow,V,ANEURYSMVASCMALF,COV,195261007,195261007,195261007
Aneurysm and vascular malformation,SCTSPA,aneurisma de aorta toracoabdominal- sin mención de ruptura,C0375306,Thoracoabdominal aortic aneurysm- without mention of rupture,narrow,V,ANEURYSMVASCMALF,COV,195267006,195267006,195267006
Aneurysm and vascular malformation,SCTSPA,aneurisma de aorta torácica sin mención de ruptura,C3251816,Thoracic aortic aneurysm without rupture,narrow,V,ANEURYSMVASCMALF,COV,195259003,195259003,195259003
Aneurysm and vascular malformation,SCTSPA,aneurisma de arteria de la pierna- SAI,C0155744,Aneurysm of leg artery,narrow,V,ANEURYSMVASCMALF,COV,195285004,195285004,195285004
Aneurysm and vascular malformation,SCTSPA,aneurisma de arteria del brazo- SAI,C0155741,Aneurysm of artery of upper extremity,narrow,V,ANEURYSMVASCMALF,COV,195274001,195274001,195274001
Aneurysm and vascular malformation,SCTSPA,aneurisma de arteria pulmonar,C0155676,Pulmonary artery aneurysm,narrow,V,ANEURYSMVASCMALF,COV,11487005,11487005,11487005
Aneurysm and vascular malformation,SCTSPA,aneurisma de la arteria ilíaca- SAI,C0162870,Iliac Aneurysm,narrow,V,ANEURYSMVASCMALF,COV,195278003,195278003,195278003
Aneurysm and vascular malformation,SCTSPA,aneurisma disecante,C0002949,Aneurysm- Dissecting,narrow,V,ANEURYSMVASCMALF,COV,233992003,233992003,233992003
Aneurysm and vascular malformation,SCTSPA,aneurisma disecante,C0002949,Aneurysm- Dissecting,narrow,V,ANEURYSMVASCMALF,COV,26845001,26845001,26845001
Aneurysm and vascular malformation,SCTSPA,aneurisma disecante de arteria coronaria,C0392158,Dissecting aneurysm of coronary artery,narrow,V,ANEURYSMVASCMALF,COV,70390005,70390005,70390005
Aneurysm and vascular malformation,SCTSPA,aneurisma disecante de la túnica media,C1443261,Medial dissecting aneurysm,narrow,V,ANEURYSMVASCMALF,COV,408711004,408711004,408711004
Aneurysm and vascular malformation,SCTSPA,aneurisma en frambuesa,C0005136,Berry Aneurysm,narrow,V,ANEURYSMVASCMALF,COV,125236003,125236003,125236003
Aneurysm and vascular malformation,SCTSPA,aneurisma precerebral congénito intacto,C2910155,Congenital precerebral aneurysm (nonruptured),narrow,V,ANEURYSMVASCMALF,COV,724438002,724438002,724438002
Aneurysm and vascular malformation,SCTSPA,aneurisma roto de aorta torácica,C0265010,Ruptured thoracic aortic aneurysm,narrow,V,ANEURYSMVASCMALF,COV,34365005,34365005,34365005
Aneurysm and vascular malformation,SCTSPA,aneurisma- SAI,C0002940,Aneurysm,narrow,V,ANEURYSMVASCMALF,COV,155425005,155425005,155425005
Aneurysm and vascular malformation,SCTSPA,aneurisma- SAI,C0002940,Aneurysm,narrow,V,ANEURYSMVASCMALF,COV,155428007,155428007,155428007
Aneurysm and vascular malformation,SCTSPA,aneurisma- SAI,C0002940,Aneurysm,narrow,V,ANEURYSMVASCMALF,COV,195292009,195292009,195292009
Aneurysm and vascular malformation,SCTSPA,anomalía del sistema vascular periférico- SAI,C0340797,Vascular malformation peripheral,narrow,V,ANEURYSMVASCMALF,COV,204492002,204492002,204492002
Aneurysm and vascular malformation,SCTSPA,dilatación de la aorta,C0265004,Dilatation of aorta,narrow,V,ANEURYSMVASCMALF,COV,26660001,26660001,26660001
Aneurysm and vascular malformation,SCTSPA,disección de arteria,C0002949,Aneurysm- Dissecting,narrow,V,ANEURYSMVASCMALF,COV,710864009,710864009,710864009
Aneurysm and vascular malformation,SCTSPA,disección de arterias cerebrales- sin ruptura,C0348838,Dissection of cerebral arteries- nonruptured,narrow,V,ANEURYSMVASCMALF,COV,195226001,195226001,195226001
Aneurysm and vascular malformation,SCTSPA,disección de la arteria carótida,C0338585,Dissection of carotid artery,narrow,V,ANEURYSMVASCMALF,COV,230729006,230729006,230729006
Aneurysm and vascular malformation,SCTSPA,estenosis pulmonar supravalvular congénita,C0265832,Congenital supravalvular pulmonary stenosis,narrow,V,ANEURYSMVASCMALF,COV,52757001,52757001,52757001
Aneurysm and vascular malformation,SCTSPA,estrechez congénita de arteria,C0265938,Congenital stricture of artery,narrow,V,ANEURYSMVASCMALF,COV,60091004,60091004,60091004
Aneurysm and vascular malformation,SCTSPA,fístula arteriovenosa,C0003855,Arteriovenous fistula,narrow,V,ANEURYSMVASCMALF,COV,128617001,128617001,128617001
Aneurysm and vascular malformation,SCTSPA,fístula arteriovenosa,C0003855,Arteriovenous fistula,narrow,V,ANEURYSMVASCMALF,COV,439470001,439470001,439470001
Aneurysm and vascular malformation,SCTSPA,fístula arteriovenosa adquirida,C1541850,Acquired arteriovenous aneurysm,narrow,V,ANEURYSMVASCMALF,COV,11011871000119101,11011871000119101,11011871000119101
Aneurysm and vascular malformation,SCTSPA,fístula arteriovenosa adquirida,C1541850,Acquired arteriovenous aneurysm,narrow,V,ANEURYSMVASCMALF,COV,129214009,129214009,129214009
Aneurysm and vascular malformation,SCTSPA,fístula arteriovenosa postraumática,C0546339,Arteriovenous fistula- posttraumatic,narrow,V,ANEURYSMVASCMALF,COV,110422007,110422007,110422007
Aneurysm and vascular malformation,SCTSPA,fístula arteriovenosa traumática,C0340666,Traumatic arteriovenous fistula,narrow,V,ANEURYSMVASCMALF,COV,234012008,234012008,234012008
Aneurysm and vascular malformation,SCTSPA,hemangioma arteriovenoso,C0334533,Arteriovenous hemangioma,narrow,V,ANEURYSMVASCMALF,COV,403966009,403966009,403966009
Aneurysm and vascular malformation,SCTSPA,hemangioma racemoso,C0334533,Arteriovenous hemangioma,narrow,V,ANEURYSMVASCMALF,COV,11071001,11071001,11071001
Aneurysm and vascular malformation,SCTSPA,lesión aneurismática de arteria coronaria,C0010051,Coronary Aneurysm,narrow,V,ANEURYSMVASCMALF,COV,373139003,373139003,373139003
Aneurysm and vascular malformation,SCTSPA,malformación arteriovenosa cerebral,C0917804,Arteriovenous Malformations- Cerebral,narrow,V,ANEURYSMVASCMALF,COV,234142008,234142008,234142008
Aneurysm and vascular malformation,SCTSPA,malformación arteriovenosa de vasos precerebrales,C0348887,Arteriovenous malformation of precerebral vessels,narrow,V,ANEURYSMVASCMALF,COV,204493007,204493007,204493007
Aneurysm and vascular malformation,SCTSPA,malformación arteriovenosa periférica,C0495524,Peripheral arteriovenous malformation,narrow,V,ANEURYSMVASCMALF,COV,275519006,275519006,275519006
Aneurysm and vascular malformation,SCTSPA,malformación de la vena de Galeno,C1562503,Vein of Galen Malformations,narrow,V,ANEURYSMVASCMALF,COV,416792008,416792008,416792008
Aneurysm and vascular malformation,SCTSPA,necrosis hialina de la aorta,C0265005,Hyaline necrosis of aorta,narrow,V,ANEURYSMVASCMALF,COV,66620003,66620003,66620003
Aneurysm and vascular malformation,SCTSPA,otra anomalía congénita especificada del sistema vascular periférico,C0478005,Other specified congenital malformations of peripheral vascular system,narrow,V,ANEURYSMVASCMALF,COV,204489001,204489001,204489001
Aneurysm and vascular malformation,SCTSPA,otras anomalías congénitas del aparato circulatorio,C0158625,Other congenital malformations of circulatory system,narrow,V,ANEURYSMVASCMALF,COV,204414000,204414000,204414000
Aneurysm and vascular malformation,SCTSPA,otras anomalías especificadas del aparato circulatorio,C0478008,Other specified congenital malformations of circulatory system,narrow,V,ANEURYSMVASCMALF,COV,204496004,204496004,204496004
Aneurysm and vascular malformation,SCTSPA,otro aneurisma,C0155740,Other aneurysm,narrow,V,ANEURYSMVASCMALF,COV,195270005,195270005,195270005
Aneurysm and vascular malformation,SCTSPA,otro aneurisma- SAI,C0155740,Other aneurysm,narrow,V,ANEURYSMVASCMALF,COV,195291002,195291002,195291002
Aneurysm and vascular malformation,SCTSPA,ruptura de aneurisma aórtico- SAI,C0741160,Aortic Aneurysm- Ruptured,narrow,V,ANEURYSMVASCMALF,COV,155423003,155423003,155423003
Aneurysm and vascular malformation,SCTSPA,ruptura de aneurisma aórtico- SAI,C0741160,Aortic Aneurysm- Ruptured,narrow,V,ANEURYSMVASCMALF,COV,195264004,195264004,195264004
Aneurysm and vascular malformation,SCTSPA,tipos de aneurismas,C0456523,types of aneurysms,narrow,V,ANEURYSMVASCMALF,COV,277195007,277195007,277195007
Aneurysm and vascular malformation,SCTSPA,várice congénita,C2939184,Congenital varix,narrow,V,ANEURYSMVASCMALF,COV,204482005,204482005,204482005
Aneurysm and vascular malformation,SCTSPA,várice congénita - RETIRADO -,C2939184,Congenital varix,narrow,V,ANEURYSMVASCMALF,COV,12242005,12242005,12242005
Aneurysm and vascular malformation,SNOMEDCT_US,A-V fistula - acquired,C1541850,Acquired arteriovenous aneurysm,narrow,V,ANEURYSMVASCMALF,COV,266325003,266325003,266325003
Aneurysm and vascular malformation,SNOMEDCT_US,AAA - Abdominal aortic aneurysm without mention of rupture,C0265011,Abdominal aortic aneurysm without rupture,narrow,V,ANEURYSMVASCMALF,COV,195261007,195261007,195261007
Aneurysm and vascular malformation,SNOMEDCT_US,Abdominal aortic aneurysm,C0162871,Aortic Aneurysm- Abdominal,narrow,V,ANEURYSMVASCMALF,COV,155422008,155422008,155422008
Aneurysm and vascular malformation,SNOMEDCT_US,Abdominal aortic aneurysm (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,233985008,233985008,233985008
Aneurysm and vascular malformation,SNOMEDCT_US,Abdominal aortic aneurysm without rupture (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,75878002,75878002,75878002
Aneurysm and vascular malformation,SNOMEDCT_US,Abdominal aortic ectasia (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,142121000119101,142121000119101,142121000119101
Aneurysm and vascular malformation,SNOMEDCT_US,Acquired aneurysm of cerebral artery (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,783716004,783716004,783716004
Aneurysm and vascular malformation,SNOMEDCT_US,Acquired aneurysm of left cardiac ventricle (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,880037003,880037003,880037003
Aneurysm and vascular malformation,SNOMEDCT_US,Acquired aneurysm of pulmonary artery (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,703243006,703243006,703243006
Aneurysm and vascular malformation,SNOMEDCT_US,Acquired aneurysm of right cardiac ventricle (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,880000009,880000009,880000009
Aneurysm and vascular malformation,SNOMEDCT_US,Acquired arteriovenous fistula,C1541850,Acquired arteriovenous aneurysm,narrow,V,ANEURYSMVASCMALF,COV,11011871000119101,11011871000119101,11011871000119101
Aneurysm and vascular malformation,SNOMEDCT_US,Acquired arteriovenous fistula,C1541850,Acquired arteriovenous aneurysm,narrow,V,ANEURYSMVASCMALF,COV,129214009,129214009,129214009
Aneurysm and vascular malformation,SNOMEDCT_US,Acquired arteriovenous fistula aneurysm (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,186971000119106,186971000119106,186971000119106
Aneurysm and vascular malformation,SNOMEDCT_US,Acquired arteriovenous fistula of liver (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,70668000,70668000,70668000
Aneurysm and vascular malformation,SNOMEDCT_US,Acquired arteriovenous fistula with aneurysm (morphologic abnormality),"","",narrow,V,ANEURYSMVASCMALF,COV,129216006,129216006,129216006
Aneurysm and vascular malformation,SNOMEDCT_US,Acquired caroticocavernous sinus fistula (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,126011000119107,126011000119107,126011000119107
Aneurysm and vascular malformation,SNOMEDCT_US,Acquired dilatation of ascending aorta and aortic root (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,871665004,871665004,871665004
Aneurysm and vascular malformation,SNOMEDCT_US,Acquired dissection of pulmonary artery (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,703308008,703308008,703308008
Aneurysm and vascular malformation,SNOMEDCT_US,Acquired fistula (morphologic abnormality),"","",narrow,V,ANEURYSMVASCMALF,COV,51711001,51711001,51711001
Aneurysm and vascular malformation,SNOMEDCT_US,Acquired left carotid cavernous fistula (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,15988391000119106,15988391000119106,15988391000119106
Aneurysm and vascular malformation,SNOMEDCT_US,Acquired renal arteriovenous aneurysm (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,275510005,275510005,275510005
Aneurysm and vascular malformation,SNOMEDCT_US,Acquired renal arteriovenous fistula (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,282348002,282348002,282348002
Aneurysm and vascular malformation,SNOMEDCT_US,Acquired renal artery aneurysm (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,236493008,236493008,236493008
Aneurysm and vascular malformation,SNOMEDCT_US,Acquired right carotid cavernous fistula (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,15988351000119101,15988351000119101,15988351000119101
Aneurysm and vascular malformation,SNOMEDCT_US,Acquired subaortic aneurysm of left ventricle (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,461414007,461414007,461414007
Aneurysm and vascular malformation,SNOMEDCT_US,Acquired submitral aneurysm of left ventricle (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,461413001,461413001,461413001
Aneurysm and vascular malformation,SNOMEDCT_US,Acute aneurysm of left popliteal vein (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,16025711000119109,16025711000119109,16025711000119109
Aneurysm and vascular malformation,SNOMEDCT_US,Acute aneurysm of right popliteal vein (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,16025831000119106,16025831000119106,16025831000119106
Aneurysm and vascular malformation,SNOMEDCT_US,Acute aneurysm of venous structure (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,10690551000119101,10690551000119101,10690551000119101
Aneurysm and vascular malformation,SNOMEDCT_US,Acute febrile mucocutaneous lymph node syndrome (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,75053002,75053002,75053002
Aneurysm and vascular malformation,SNOMEDCT_US,Acute hemorrhagic edema of childhood (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,402856005,402856005,402856005
Aneurysm and vascular malformation,SNOMEDCT_US,Acute hemorrhagic gastritis (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,2367005,2367005,2367005
Aneurysm and vascular malformation,SNOMEDCT_US,Acute rheumatic fever with aortitis (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,1155919006,1155919006,1155919006
Aneurysm and vascular malformation,SNOMEDCT_US,Adventitial dissecting hemorrhage (morphologic abnormality),"","",narrow,V,ANEURYSMVASCMALF,COV,720328003,720328003,720328003
Aneurysm and vascular malformation,SNOMEDCT_US,Allergic granulomatosis angiitis (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,82275008,82275008,82275008
Aneurysm and vascular malformation,SNOMEDCT_US,Aneurysm,C0002940,Aneurysm,narrow,V,ANEURYSMVASCMALF,COV,432119003,432119003,432119003
Aneurysm and vascular malformation,SNOMEDCT_US,Aneurysm,C0002940,Aneurysm,narrow,V,ANEURYSMVASCMALF,COV,85659009,85659009,85659009
Aneurysm and vascular malformation,SNOMEDCT_US,Aneurysm - lesion,C0002940,Aneurysm,narrow,V,ANEURYSMVASCMALF,COV,134342004,134342004,134342004
Aneurysm and vascular malformation,SNOMEDCT_US,Aneurysm NOS,C0002940,Aneurysm,narrow,V,ANEURYSMVASCMALF,COV,155425005,155425005,155425005
Aneurysm and vascular malformation,SNOMEDCT_US,Aneurysm NOS,C0002940,Aneurysm,narrow,V,ANEURYSMVASCMALF,COV,155428007,155428007,155428007
Aneurysm and vascular malformation,SNOMEDCT_US,Aneurysm NOS,C0002940,Aneurysm,narrow,V,ANEURYSMVASCMALF,COV,195292009,195292009,195292009
Aneurysm and vascular malformation,SNOMEDCT_US,Aneurysm due to traumatic injury (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,895085001,895085001,895085001
Aneurysm and vascular malformation,SNOMEDCT_US,Aneurysm of anterior cerebral artery (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,783416000,783416000,783416000
Aneurysm and vascular malformation,SNOMEDCT_US,Aneurysm of anterior communicating artery (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,783418004,783418004,783418004
Aneurysm and vascular malformation,SNOMEDCT_US,Aneurysm of aorta at coarctation site following procedure (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,871661008,871661008,871661008
Aneurysm and vascular malformation,SNOMEDCT_US,Aneurysm of aorta due to and following procedure (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,737158007,737158007,737158007
Aneurysm and vascular malformation,SNOMEDCT_US,Aneurysm of aortic arch (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,712578006,712578006,712578006
Aneurysm and vascular malformation,SNOMEDCT_US,Aneurysm of aortic sinus of Valsalva with protrusion into left atrium (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,448115000,448115000,448115000
Aneurysm and vascular malformation,SNOMEDCT_US,Aneurysm of aortic sinus of Valsalva with protrusion into left ventricle (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,448116004,448116004,448116004
Aneurysm and vascular malformation,SNOMEDCT_US,Aneurysm of aortic sinus of Valsalva with protrusion into pericardial cavity (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,448117008,448117008,448117008
Aneurysm and vascular malformation,SNOMEDCT_US,Aneurysm of aortic sinus of Valsalva with protrusion into pulmonary artery (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,448098001,448098001,448098001
Aneurysm and vascular malformation,SNOMEDCT_US,Aneurysm of aortic sinus of Valsalva with protrusion into right atrium (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,448099009,448099009,448099009
Aneurysm and vascular malformation,SNOMEDCT_US,Aneurysm of aortic sinus of Valsalva with protrusion into right ventricle (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,448100001,448100001,448100001
Aneurysm and vascular malformation,SNOMEDCT_US,Aneurysm of aortic sinus of Valsalva with rupture to left atrium (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,448723007,448723007,448723007
Aneurysm and vascular malformation,SNOMEDCT_US,Aneurysm of aortic sinus of Valsalva with rupture to left ventricle (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,448724001,448724001,448724001
Aneurysm and vascular malformation,SNOMEDCT_US,Aneurysm of aortic sinus of Valsalva with rupture to pericardial cavity (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,448528000,448528000,448528000
Aneurysm and vascular malformation,SNOMEDCT_US,Aneurysm of aortic sinus of Valsalva with rupture to pulmonary artery (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,448744007,448744007,448744007
Aneurysm and vascular malformation,SNOMEDCT_US,Aneurysm of aortic sinus of Valsalva with rupture to right atrium (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,448745008,448745008,448745008
Aneurysm and vascular malformation,SNOMEDCT_US,Aneurysm of aortic sinus of Valsalva with rupture to right ventricle (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,448746009,448746009,448746009
Aneurysm and vascular malformation,SNOMEDCT_US,Aneurysm of aortic sinus of Valsalva without rupture (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,448328001,448328001,448328001
Aneurysm and vascular malformation,SNOMEDCT_US,Aneurysm of arm artery NOS,C0155741,Aneurysm of artery of upper extremity,narrow,V,ANEURYSMVASCMALF,COV,195274001,195274001,195274001
Aneurysm and vascular malformation,SNOMEDCT_US,Aneurysm of artery of left lower limb (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,12237351000119106,12237351000119106,12237351000119106
Aneurysm and vascular malformation,SNOMEDCT_US,Aneurysm of artery of left upper limb (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,15649861000119105,15649861000119105,15649861000119105
Aneurysm and vascular malformation,SNOMEDCT_US,Aneurysm of artery of lower extremity (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,20981007,20981007,20981007
Aneurysm and vascular malformation,SNOMEDCT_US,Aneurysm of artery of neck (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,3827008,3827008,3827008
Aneurysm and vascular malformation,SNOMEDCT_US,Aneurysm of artery of right lower limb (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,12237391000119101,12237391000119101,12237391000119101
Aneurysm and vascular malformation,SNOMEDCT_US,Aneurysm of artery of right upper limb (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,15649821000119100,15649821000119100,15649821000119100
Aneurysm and vascular malformation,SNOMEDCT_US,Aneurysm of artery of trunk (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,301433005,301433005,301433005
Aneurysm and vascular malformation,SNOMEDCT_US,Aneurysm of artery of upper extremity (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,29495008,29495008,29495008
