event_definition,coding_system,code_name,concept,concept_name,tags,system,event_abbreviation,type,code_issue_dot,code,Type_codelist,EXPOSURE,COV,INDICATION,ALTERNATIVES,Algorithm,Algorithm_input,DP,EXACT_MATCH,Label,...12,Start window,End window
Aneurysm and vascular malformation,SCTSPA,Dissection of mesenteric artery (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,713034001,713034001,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Dissection of middle cerebral artery (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,840436002,840436002,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Dissection of multiple cerebral arteries (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,840437006,840437006,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Dissection of posterior cerebral artery (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,840434004,840434004,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Dissection of precerebral artery (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,713035000,713035000,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Dissection of proximal aorta (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,301899003,301899003,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Dissection of renal artery (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,713036004,713036004,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Dissection of right brachial artery (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,16697571000119103,16697571000119103,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Dissection of right carotid artery (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,15708041000119108,15708041000119108,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Dissection of right femoral artery (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,16288421000119101,16288421000119101,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Dissection of right popliteal artery (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,16662611000119107,16662611000119107,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Dissection of right renal artery (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,15966501000119108,15966501000119108,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Dissection of right subclavian artery (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,16289341000119108,16289341000119108,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Dissection of right vertebral artery (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,15710681000119105,15710681000119105,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Dissection of thoracic aorta (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,233994002,233994002,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Dissection of thoracoabdominal aorta (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,713029000,713029000,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Dissection of transplant artery (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,234001008,234001008,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Dissection of vertebral artery (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,230730001,230730001,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Dorsalis pedis aneurysm (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,195280009,195280009,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Ductus arteriosus aneurysm (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,233990006,233990006,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Ectasia of thoracic aorta (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,142111000119108,142111000119108,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Endocarditis with infective aneurysm (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,62703006,62703006,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Enlarging abdominal aortic aneurysm (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,425771001,425771001,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Expanding aneurysm (morphologic abnormality),"","",narrow,V,ANEURYSMVASCMALF,COV,125272005,125272005,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,External blind fistula (morphologic abnormality),"","",narrow,V,ANEURYSMVASCMALF,COV,79194004,79194004,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,External fistula (morphologic abnormality),"","",narrow,V,ANEURYSMVASCMALF,COV,18802003,18802003,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,External iliac aneurysm (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,195276004,195276004,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Familial abdominal aortic aneurysm (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,715364001,715364001,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Familial cerebral saccular aneurysm (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,703226008,703226008,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Familial thoracic aortic aneurysm and aortic dissection (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,764965000,764965000,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Fecal fistula (morphologic abnormality),"","",narrow,V,ANEURYSMVASCMALF,COV,69333003,69333003,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Filtering bleb (morphologic abnormality),"","",narrow,V,ANEURYSMVASCMALF,COV,408764000,408764000,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Focal lymphangiectasis (morphologic abnormality),"","",narrow,V,ANEURYSMVASCMALF,COV,125281004,125281004,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Foramen ovale valvar aneurysm (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,253364005,253364005,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Fusiform aneurysm (morphologic abnormality),"","",narrow,V,ANEURYSMVASCMALF,COV,85431000,85431000,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Generalized lymphangiectasis (morphologic abnormality),"","",narrow,V,ANEURYSMVASCMALF,COV,125283001,125283001,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,High-output external fistula (morphologic abnormality),"","",narrow,V,ANEURYSMVASCMALF,COV,52747002,52747002,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Iatrogenic arteriovenous fistula (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,438961001,438961001,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Idiopathic retinal vasculitis- aneurysms- neuroretinitis syndrome (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,783090002,783090002,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Infection of arteriovenous fistula for hemodialysis (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,449288005,449288005,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Inferior mesenteric aneurysm (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,195289005,195289005,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Inflammatory abdominal aortic aneurysm (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,314186008,314186008,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Inflammatory aneurysm (morphologic abnormality),"","",narrow,V,ANEURYSMVASCMALF,COV,733597006,733597006,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Inflammatory fistula (morphologic abnormality),"","",narrow,V,ANEURYSMVASCMALF,COV,110428006,110428006,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Internal blind fistula (morphologic abnormality),"","",narrow,V,ANEURYSMVASCMALF,COV,65385008,65385008,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Internal fistula (morphologic abnormality),"","",narrow,V,ANEURYSMVASCMALF,COV,12582004,12582004,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Internal iliac aneurysm (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,195277008,195277008,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Intimal dissecting hemorrhage (morphologic abnormality),"","",narrow,V,ANEURYSMVASCMALF,COV,720291003,720291003,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Intracranial aneurysm (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,128609009,128609009,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Juxtarenal aortic aneurysm (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,314185007,314185007,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Leaking abdominal aortic aneurysm (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,195268001,195268001,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Left atrial appendage aneurysm (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,253358003,253358003,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Left ventricular aneurysm (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,297160003,297160003,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Lethal arteriopathy syndrome due to fibulin-4 deficiency (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,782773005,782773005,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Low-output external fistula (morphologic abnormality),"","",narrow,V,ANEURYSMVASCMALF,COV,36475009,36475009,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Lymphangiectasis (morphologic abnormality),"","",narrow,V,ANEURYSMVASCMALF,COV,48087001,48087001,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Lymphedema and cerebral arteriovenous anomaly syndrome (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,721979005,721979005,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Macroaneurysm (morphologic abnormality),"","",narrow,V,ANEURYSMVASCMALF,COV,784180002,784180002,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Medial dissecting hemorrhage (morphologic abnormality),"","",narrow,V,ANEURYSMVASCMALF,COV,720327008,720327008,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Mesenteric-portal fistula (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,1034003,1034003,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Microaneurysm (morphologic abnormality),"","",narrow,V,ANEURYSMVASCMALF,COV,87104008,87104008,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Microaneurysm of bilateral retinal arteries (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,677591000119108,677591000119108,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Microaneurysm of left retinal artery (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,677601000119101,677601000119101,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Microaneurysm of left retinal artery due to diabetes mellitus (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,770582001,770582001,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Microaneurysm of retinal artery (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,34037000,34037000,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Microaneurysm of retinal artery due to diabetes mellitus (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,25412000,25412000,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Microaneurysm of right retinal artery (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,677611000119103,677611000119103,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Microaneurysm of right retinal artery due to diabetes mellitus (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,770581008,770581008,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Miliary aneurysm (morphologic abnormality),"","",narrow,V,ANEURYSMVASCMALF,COV,43299000,43299000,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Mixed aneurysm (morphologic abnormality),"","",narrow,V,ANEURYSMVASCMALF,COV,85726003,85726003,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Mucous fistula (morphologic abnormality),"","",narrow,V,ANEURYSMVASCMALF,COV,115978002,115978002,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Multiple aneurysms (morphologic abnormality),"","",narrow,V,ANEURYSMVASCMALF,COV,125274006,125274006,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Multiple aneurysms of cerebral artery (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,783413008,783413008,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Mycotic aneurysm (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,233991005,233991005,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Mycotic aneurysm (morphologic abnormality),"","",narrow,V,ANEURYSMVASCMALF,COV,51668007,51668007,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Nontraumatic dissection of thoracic aorta (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,405577005,405577005,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Nontraumatic ruptured cerebral aneurysm (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,713265001,713265001,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Perforation of abdominal aorta co-occurrent and due to aneurysm of abdominal aorta (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,735576008,735576008,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Perforation of coronary artery co-occurrent and due to aneurysm of coronary artery (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,735565009,735565009,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Perforation of pulmonary artery co-occurrent and due to aneurysm of pulmonary artery (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,735567001,735567001,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Perforation of thoracic aorta co-occurrent and due to aneurysm of thoracic aorta (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,735575007,735575007,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Perforation of thoracoabdominal aorta co-occurrent and due to aneurysm of thoracoabdominal aorta (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,735577004,735577004,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Perimedullary arteriovenous fistula of spinal cord (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,449906000,449906000,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Peripheral congenital arteriovenous aneurysm (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,63168004,63168004,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Peripheral pulmonary artery A-V aneurysm (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,251045002,251045002,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Posterior tibial aneurysm (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,195281008,195281008,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Postoperative arteriovenous fistula (morphologic abnormality),"","",narrow,V,ANEURYSMVASCMALF,COV,110423002,110423002,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Profunda femoris aneurysm (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,297175006,297175006,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Pulmonary arteriovenous aneurysm (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,270512000,270512000,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Pulmonary artery aneurysm (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,194892009,194892009,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Racemose aneurysm (morphologic abnormality),"","",narrow,V,ANEURYSMVASCMALF,COV,14156004,14156004,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Radial artery aneurysm (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,195272002,195272002,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Rasmussen-s aneurysm (morphologic abnormality),"","",narrow,V,ANEURYSMVASCMALF,COV,14889002,14889002,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Recurrent abdominal aortic aneurysm (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,315295003,315295003,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Retinal arterial macroaneurysm with supravalvular pulmonic stenosis (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,764452004,764452004,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Retinal macroaneurysm (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,247124009,247124009,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Right atrial appendage aneurysm (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,253347007,253347007,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Right ventricular aneurysm (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,445440001,445440001,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
Aneurysm and vascular malformation,SCTSPA,Rupture of coronary artery co-occurrent and due to aneurysm of coronary artery (disorder),"","",narrow,V,ANEURYSMVASCMALF,COV,735566005,735566005,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aneurysm and vascular malformations,,,
