Coding system,Code,Code name,Concept,Concept name,Tags,Comment,Edited by,Date,Clinical review 1,Reviewer 1,Date review 1,Clinical review 2,Reviewer 2,Date review 2
SNOMEDCT_US,273985002,Anemia due to isoimmunization,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,276448005,Idiopathic sideroblastic anemia,-,-,narrow,Desc: code 41841004,,,sima,,13-August-2024,,,
SNOMEDCT_US,276578004,Physiological anemia of infancy,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,276579007,Late anemia of newborn,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,276580005,Atypical isoimmunization of newborn,-,-,exclude,Desc: code 234349007,,,sima,,13-August-2024,,,
SNOMEDCT_US,27798002,Megaloblastic anemia due to impaired absorption of folate,-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,278363000,Alcoholic macrocytosis,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,28147001,Hemolytic anemia caused by Clostridium welchii,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,2835000,Traumatic cardiac hemolytic anemia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,286928002,"Deficiency anemias, excluding iron",-,-,narrow,Desc: code 267513007,,,sima,,13-August-2024,,,
SNOMEDCT_US,286929005,Nutritional anaemias NOS,C0271903,Nutritional anemia,possible,,,,sima,,13-August-2024,,,
SNOMEDCT_US,28975000,Constitutional aplastic anemia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,290246007,Sideropenic anemia with reticuloendothelial siderosis,C0520738,Sideropenic anemia with reticuloendothelial siderosis,exclude,,,,sima,,13-August-2024,,,
SNOMEDCT_US,291262006,Simple chronic anemia,C0581384,Chronic anemia,narrow,,,,sima,,13-August-2024,,,
SNOMEDCT_US,29177004,Anemia due to pentose phosphate pathway defect,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,29551000,Anemia caused by oxygen,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,300980002,Normocytic anemia,C0085577,Normocytic anemia,narrow,,,,sima,,13-August-2024,,,
SNOMEDCT_US,301317008,Hereditary nonspherocytic hemolytic anemia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,302873008,Thrombocytopenic purpura,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,303060002,Normocytic anemia following acute bleed,-,-,possible,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,30418008,Anemia of adrenal dysfunction,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,30575002,Fanconi's anemia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,306058006,Aplastic anemia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,307333004,Rhesus isoimmunization due to anti-D,-,-,exclude,Desc: code 234349007,,,sima,,13-August-2024,,,
SNOMEDCT_US,307334005,Rhesus isoimmunization due to anti-c,-,-,exclude,Desc: code 234349007,,,sima,,13-August-2024,,,
SNOMEDCT_US,307335006,Rhesus isoimmunization due to anti-E,-,-,exclude,Desc: code 234349007,,,sima,,13-August-2024,,,
SNOMEDCT_US,307336007,Rhesus isoimmunization due to anti-Cw,-,-,exclude,Desc: code 234349007,,,sima,,13-August-2024,,,
SNOMEDCT_US,307337003,Duffy isoimmunization of the newborn,-,-,exclude,Desc: code 234349007,,,sima,,13-August-2024,,,
SNOMEDCT_US,307338008,Kidd isoimmunization of the newborn,-,-,exclude,Desc: code 234349007,,,sima,,13-August-2024,,,
SNOMEDCT_US,307343001,Acquired hemoglobin H disease,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,307726001,Anemia in ovarian carcinoma,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,309742004,Drug-induced autoimmune hemolytic anemia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,310647000,Anemia secondary to renal failure,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,31206006,Refractory megaloblastic anemia,-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,313291009,Anemia during the puerperium,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,31820007,Anemia of endocrine disorder,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,32094009,Megaloblastic anemia caused by fish tapeworm,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,322699009,Intracorpuscular hemolytic anemia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,323666000,Anemia due to intrinsic red cell abnormality,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,32648007,Mild hereditary spherocytosis due to spectrin deficiency,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,3272007,Stomatocytosis,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,328301000119102,Pancytopenia due to antineoplastic chemotherapy,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,328321000119106,Pancytopenia caused by colchicine,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,328331000119109,Pancytopenia caused by non-steroidal anti-inflammatory agent,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,328371000119107,Pancytopenia caused by antithyroid drug,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,328381000119105,Pancytopenia caused by anticonvulsant,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,32855007,HPFH unlinked to beta-globulin gene cluster,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,32858009,Hemolytic disease of fetus OR newborn due to ABO immunization,-,-,exclude,Desc: code 234349007,,,sima,,13-August-2024,,,
SNOMEDCT_US,33183004,Post infectious thrombocytopenic purpura,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,33491002,Autoimmune hemolytic anemia caused by immunoglobulin A plus complement,-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,33905008,Hereditary spherocytosis due to deficiency of protein 4.2,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,34194007,HNSHA due to pyrimidine-5'-nucleotidase deficiency,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,34247008,Anemia due to mechanical damage,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,34629009,Anemia due to zinc deficiency,-,-,narrow,Desc: code 267513007,,,sima,,13-August-2024,,,
SNOMEDCT_US,34852006,G-6-PD class II variant anemia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,34925000,Megaloblastic anemia due to inborn errors of metabolism,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,350601000119109,Hemolytic disease of newborn co-occurrent and due to ABO immunization,-,-,exclude,Desc: code 234349007,,,sima,,13-August-2024,,,
SNOMEDCT_US,350611000119107,Hemolytic disease of fetus due to ABO immunization,-,-,exclude,Desc: code 234349007,,,sima,,13-August-2024,,,
SNOMEDCT_US,351181000119103,Anemia due to enzymopathy,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,35703006,Post-viral paroxysmal cold hemoglobinuria,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,3571004,Megaloblastic anemia due to pancreatic insufficiency,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,35778001,Megaloblastic anemia due to error of folate metabolism,-,-,possible,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,360495000,Familial megaloblastic anemia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,363041004,Congenital nonspherocytic hemolytic anemia due to inborn error of metabolism,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,36467003,Alpha plus thalassemia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,36472007,Sickle cell-thalassemia disease,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,36568005,Hemolytic uremic syndrome of childhood,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,367511008,Anaemia of infection,C0002873,Anemia of chronic disease,exclude,,,,sima,,13-August-2024,,,
SNOMEDCT_US,36919001,Anemia caused by lead,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,371046004,Traumatic hemolytic anemia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,371315009,Iron deficiency anemia secondary to inadequate dietary iron intake,C0154287,Iron deficiency anemia secondary to inadequate dietary iron intake,exclude,,,,sima,,13-August-2024,,,
SNOMEDCT_US,37272000,Rh deficiency syndrome,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,373420004,Upshaw-Schulman syndrome,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,373421000,Diarrhea-associated hemolytic uremic syndrome,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,373422007,Diarrhea-negative hemolytic uremic syndrome,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,37370005,Megaloblastic anemia caused by drugs,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,38689004,Hemolytic anemia due to infection,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,387702001,Perinatal anemia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,387705004,Hemolytic disease of fetus OR newborn due to isoimmunization,-,-,exclude,Desc: code 234349007,,,sima,,13-August-2024,,,
SNOMEDCT_US,387745008,Sports anemia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,38911009,Hereditary hemolytic anemia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,389214003,Ghosal hematodiaphyseal dysplasia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,38970002,Doan-Wright syndrome,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,39112005,Glutathione synthase deficiency with 5-oxoprolinuria,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,393572004,Anaemia of chronic disorder,C0002873,Anemia of chronic disease,narrow,,,,sima,,13-August-2024,,,
SNOMEDCT_US,39586009,HPFH A gamma beta^+^ thalassemia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,3978000,Warm autoimmune hemolytic anemia,-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,398937006,Cold autoimmune hemolytic anemia,-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,40108008,Thalassemia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,402653004,Thrombocytopenic purpura due to defective platelet production,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,402654005,Thrombocytopenic purpura due to platelet consumption,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,40387008,Polyagglutinable erythrocyte syndrome,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,413532003,Anemia due to blood loss,C0948824,Anemia due to blood loss,narrow,,,,sima,,13-August-2024,,,
SNOMEDCT_US,413533008,Anemia due to chronic blood loss,C0154286,Iron deficiency anemia secondary to chronic blood loss,narrow,,,,sima,,13-August-2024,,,
SNOMEDCT_US,413565006,Aplastic anemia associated with metabolic alteration,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,413566007,Aplastic anemia associated with pancreatitis,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,413567003,Aplastic anemia associated with pregnancy,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,413603009,Autoimmune hemolytic anemia,-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,41387000,HNSHA due to phosphofructokinase deficiency,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,41462006,Anemia due to disturbance of proliferation AND/OR differentiation of erythroid precursor cells,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,41614006,Hypoplastic anemia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,416180004,Hemoglobin SS disease without crisis,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,416826005,Sickle cell-thalassemia disease with crisis,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,417048006,Sickle cell-thalassemia disease without crisis,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,417425009,Hemoglobin SS disease with crisis,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,417626001,Thrombocytopenic purpura associated with metabolic disorder,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,41841004,Sideroblastic anemia,C0002896,Sideroblastic anemia,exclude,,,,sima,,13-August-2024,,,
SNOMEDCT_US,420543008,Anemia associated with AIDS,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,421102007,Aplastic anemia with AIDS (acquired immunodeficiency syndrome),-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,421851008,Acquired hemolytic anemia associated with AIDS,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,422167001,Mycoplasmal anemia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,42461002,Anemia caused by copper,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,42484009,HNSHA due to hexokinase deficiency,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,42601008,Congenital hemolytic anemia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,42626004,Chronic blood loss anaemia,C0154286,Iron deficiency anemia secondary to chronic blood loss,narrow,,,,sima,,13-August-2024,,,
SNOMEDCT_US,428383000,Anemia caused by medication,-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,43707008,Anemia caused by heat,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,438476003,Autoimmune thrombotic thrombocytopenic purpura,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,43858000,Secondary aplastic anemia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,439007008,Acquired thrombotic thrombocytopenic purpura,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,440206000,Hemoglobin SS disease with vasoocclusive crisis,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,441322009,Drug induced thrombotic thrombocytopenic purpura,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,44206008,Hapten type low affinity hemolytic anemia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,44252001,Blood loss anaemia,C0948824,Anemia due to blood loss,narrow,,,,sima,,13-August-2024,,,
SNOMEDCT_US,44288006,Anemia due to abnormality extrinsic to the red cell,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,444108000,Acute sickle cell splenic sequestration crisis,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,444271000,Erythropoietin resistance in anemia of chronic kidney disease,-,-,exclude,Desc: code 234347009,,,sima,,13-August-2024,,,
SNOMEDCT_US,44452003,Idiopathic hypochromic anaemia,C1306853,Idiopathic hypochromic anemia,narrow,,,,sima,,13-August-2024,,,
SNOMEDCT_US,444976001,Congenital hemolytic uremic syndrome,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,44641000,HNSHA due to triosephosphate isomerase deficiency,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,44666001,Microcytic hypochromic anemia,-,-,narrow,Desc: code 234349007,,,sima,,13-August-2024,,,
SNOMEDCT_US,447117006,Hemoglobin H constant spring thalassemia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,44910003,Megaloblastic anemia due to decreased intake of vitamin B>12<,-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,45098004,Anemia due to multiple mechanisms,-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,45828008,"Anemia in mother complicating pregnancy, childbirth AND/OR puerperium",-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,462166006,Fetal anemia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,46737006,Normocytic normochromic anemia,C0271899,Normocytic normochromic anemia,narrow,,,,sima,,13-August-2024,,,
SNOMEDCT_US,46760003,Estren-Dameshek anemia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,47047009,Thalassemia with other hemoglobinopathy,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,47084006,Beta plus thalassemia normal hemoglobin A>2< type 1 silent,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,47100003,Anemia of prematurity,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,47516005,Hereditary spherocytosis due to combined deficiency of spectrin AND ankyrin,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,47526003,HNSHA due to NADH diaphorase deficiency,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,47844003,Megaloblastic anemia due to chronic hemolytic anemia,-,-,exclude,Desc: code 234347009,,,sima,,13-August-2024,,,
SNOMEDCT_US,4854004,Acquired hemolytic anemia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,48553001,Hemoglobin H disease,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,48580008,Anemia due to starvation,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,48983004,X chromosome-linked sideroblastic anemia,-,-,exclude,Desc: code 41841004,,,sima,,13-August-2024,,,
SNOMEDCT_US,49284006,Juvenile type megaloblastic anemia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,4939006,Hemolytic anemia due to nonlymphoid neoplasm,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,49472006,Megaloblastic anemia due to vitamin B>12< deficiency,-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,49708008,Anemia of chronic renal failure,-,-,exclude,Desc: code 234347009,,,sima,,13-August-2024,,,
SNOMEDCT_US,4984008,Microcytic normochromic anemia,-,-,narrow,Desc: code 234349007,,,sima,,13-August-2024,,,
SNOMEDCT_US,50220002,Cellular immunologic aplastic anemia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,50253007,Secondary paroxysmal cold hemoglobinuria,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,50715003,Pure red cell aplasia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,51071000,Microangiopathic hemolytic anemia,-,-,possible,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,51667002,Anemia due to riboflavin deficiency,-,-,narrow,Desc: code 267513007,,,sima,,13-August-2024,,,
SNOMEDCT_US,52212006,HNSHA due to glutathione reductase deficiency,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,52413004,HNSHA due to glucose phosphate isomerase deficiency,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,52565000,Non megaloblastic anemia associated with nutritional deficiency,-,-,possible,Desc: code 267513007,,,sima,,13-August-2024,,,
SNOMEDCT_US,52951008,Congenital dyserythropoietic anemia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,5300004,Hemoglobin Bart's hydrops syndrome,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,5315003,Hemolytic anemia due to erythrocyte adenosine deaminase overproduction,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,53165003,Megaloblastic anemia,-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,53743006,Anemia following fetal blood loss,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,54006005,Hereditary persistence of fetal hemoglobin delta beta plus thalassemia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,5430006,Megaloblastic anemia due to hyperalimentation,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,54698001,Megaloblastic anemia due to Zollinger-Ellison syndrome,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,55907008,Acquired aplastic anemia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,55995005,Hereditary spherocytosis,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,5603006,Autoimmune hemolytic anemia caused by immunoglobulin G,-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,56205004,HPFH nondeletion type,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,57192008,Acute pure red cell aplasia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,5876000,Acquired pancytopenia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,59106005,Anemia due to decreased red cell production,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,59548005,"Congenital dyserythropoietic anemia, type I",-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,59644002,HNSHA due to phosphoglycerate kinase deficiency,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,5967006,A>gamma< beta^+^ HPFH AND beta^0^ thalassemia in cis,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,5994005,Hereditary elliptocytosis due to deficiency of protein 4.1,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,60138009,Anemia of pituitary deficiency,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,60164003,Megaloblastic anemia due to blind loop syndrome,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,60504009,Megaloblastic anemia due to congenital deficiency of intrinsic factor,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,60805002,Hemolytic anemia with emphysema AND cutis laxa,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,61261009,Hemolytic anemia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,61395005,Hereditary persistence of fetal hemoglobin G gamma beta plus thalassemia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,61777009,Thalassemia-hemoglobin C disease,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,62074008,Delta zero thalassemia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,62268000,HNSHA due to diphosphoglycerate mutase deficiency,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,62389006,Acute megaloblastic anemia due to severe illness,-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,62403005,Glucose-6-phosphate dehydrogenase deficiency anemia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,62609001,Autoimmune hemolytic anemia caused by immunoglobulin G plus complement,-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,62871001,Idiopathic paroxysmal cold hemoglobinuria,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,63565007,Congenital anemia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,6398009,Idiopathic chronic cold agglutinin disease,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,64593003,Anaemia,C0002871,Anemia,narrow,,,,sima,,13-August-2024,,,
SNOMEDCT_US,65959000,Beta thalassemia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,66055002,Alpha zero thalassemia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,66262001,Hereditary elliptocytosis due to beta spectrin-ankyrin interaction,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,66309005,Antibody-mediated anemia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,6659005,Megaloblastic anemia due to celiac disease,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,66612000,Nutritional anemia,C0271903,Nutritional anemia,exclude,,,,sima,,13-August-2024,,,
SNOMEDCT_US,67894009,Megaloblastic anemia due to increased requirements,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,68361004,Late anemia due to isoimmunization,-,-,exclude,Desc: code 234349007,,,sima,,13-August-2024,,,
SNOMEDCT_US,685061000119108,Hemoglobin C beta plus thalassemia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,685071000119102,Hemoglobin C beta zero thalassemia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,685081000119104,Hemoglobin D beta plus thalassemia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
