event_definition,coding_system,code_issue_dot,code_name,concept,concept_name,tags,system,event_abbreviation,type,code
Proctocolectomy in UC flare up,SCTSPA,858579005,resecciÃ³n de colon- recto y conducto anal completos,C5234875,Excision of entire colon- entire rectum and entire anal canal (procedure),narrow,TP,PROCTOCOLECTOMY,AESI,858579005
Proctocolectomy in UC flare up,SNOMEDCT_US,16564004,Hartmann operation- rectal resection,-,-,narrow,TP,PROCTOCOLECTOMY,AESI,16564004
Proctocolectomy in UC flare up,SNOMEDCT_US,174059005,Excision of colon and rectum,C0400076,Proctocolectomy,narrow,TP,PROCTOCOLECTOMY,AESI,174059005
Proctocolectomy in UC flare up,SNOMEDCT_US,174065005,Total excision of colon and rectum NOS,C0842176,Total Proctocolectomy,narrow,TP,PROCTOCOLECTOMY,AESI,174065005
Proctocolectomy in UC flare up,SNOMEDCT_US,174234005,Rectosigmoidectomy,C0193063,Rectosigmoidectomy,narrow,TP,PROCTOCOLECTOMY,AESI,174234005
Proctocolectomy in UC flare up,SNOMEDCT_US,265411006,Partial excision of rectum and sigmoid colon for prolapse,-,-,narrow,TP,PROCTOCOLECTOMY,AESI,265411006
Proctocolectomy in UC flare up,SNOMEDCT_US,265412004,Rectosigmoidectomy and rectopexy,-,-,narrow,TP,PROCTOCOLECTOMY,AESI,265412004
Proctocolectomy in UC flare up,SNOMEDCT_US,31130001,Total abdominal colectomy with proctectomy and ileostomy,C0400082,Total abdominal colectomy with proctectomy and ileostomy (procedure),narrow,TP,PROCTOCOLECTOMY,AESI,31130001
Proctocolectomy in UC flare up,SNOMEDCT_US,427997001,Subtotal excision of colon and rectum and creation of colonic pouch and anastomosis of colon to anus,-,-,narrow,TP,PROCTOCOLECTOMY,AESI,427997001
Proctocolectomy in UC flare up,SNOMEDCT_US,44751009,Total abdominal colectomy with proctectomy and continent ileostomy,-,-,narrow,TP,PROCTOCOLECTOMY,AESI,44751009
Proctocolectomy in UC flare up,SNOMEDCT_US,450462007,Subtotal excision of colon and rectum and creation of colonic pouch,C3472255,Subtotal excision of colon and rectum and creation of colonic pouch,narrow,TP,PROCTOCOLECTOMY,AESI,450462007
Proctocolectomy in UC flare up,SNOMEDCT_US,54164009,Rectosigmoidectomy,C0193063,Rectosigmoidectomy,narrow,TP,PROCTOCOLECTOMY,AESI,54164009
Proctocolectomy in UC flare up,SNOMEDCT_US,787108001,Laparoscopic restorative proctocolectomy with ileal pouch anal anastomosis,C5192602,Laparoscopic restorative proctocolectomy with ileal pouch anal anastomosis,narrow,TP,PROCTOCOLECTOMY,AESI,787108001
Proctocolectomy in UC flare up,SNOMEDCT_US,787109009,Excision of entire colon and entire rectum,C0842176,Total Proctocolectomy,narrow,TP,PROCTOCOLECTOMY,AESI,787109009
Proctocolectomy in UC flare up,SNOMEDCT_US,80294005,Total abdominal colectomy with rectal mucosectomy and ileoanal anastomosis,C0192876,Total abdominal colectomy with rectal mucosectomy and ileoanal anastomosis,narrow,TP,PROCTOCOLECTOMY,AESI,80294005
Proctocolectomy in UC flare up,SNOMEDCT_US,81092009,Transsacral rectosigmoidectomy,-,-,narrow,TP,PROCTOCOLECTOMY,AESI,81092009
Proctocolectomy in UC flare up,SNOMEDCT_US,858579005,Panproctocolectomy,C5234875,Excision of entire colon- entire rectum and entire anal canal (procedure),narrow,TP,PROCTOCOLECTOMY,AESI,858579005
Radioiodine ablation therapy,CCAM,KCNL003,Irradiation interne de la glande thyroïde par administration d-iode 131 à une dose inférieure ou égale à 1 gigabecquerel [GBq],,,narrow,TP,RADIOIODINEABLA,AESI,KCNL003
Radioiodine ablation therapy,CCAM,KCNL004,Irradiation interne de la glande thyroïde par administration d-iode 131 à une dose supérieure à 1 gigabecquerel [GBq],,,narrow,TP,RADIOIODINEABLA,AESI,KCNL004
Radioiodine ablation therapy,ICD10PCS,CG42GZZ,Nonimaging Nuclear Medicine Uptake of Thyroid Gland using Iodine 131 (I-131),C2457332,Nonimaging Nuclear Medicine Uptake of Thyroid Gland using Iodine 131 (I-131),narrow,TP,RADIOIODINEABLA,AESI,CG4.2GZZ
Radioiodine ablation therapy,ICD10PCS,CW7GGZZ,Systemic Nuclear Medicine Therapy of Thyroid using Iodine 131 (I-131),C2457612,Systemic Nuclear Medicine Therapy of Thyroid using Iodine 131 (I-131),narrow,TP,RADIOIODINEABLA,AESI,CW7.GGZZ
Radioiodine ablation therapy,PROCDA,BWGG1,Isotopterapi med I-131,,,narrow,TP,RADIOIODINEABLA,AESI,BWGG1
Radioiodine ablation therapy,PROCDA,BWGG1A,Isotopterapi med I-131- lavdosis,,,narrow,TP,RADIOIODINEABLA,AESI,BWGG1A
Radioiodine ablation therapy,PROCDA,BWGG1B,Isotopterapi med I-131- højdosis,,,possible,TP,RADIOIODINEABLA,AESI,BWGG1B
Radioiodine ablation therapy,SCTSPA,439007,radioisÃ³topo terapÃ©utico,C0358509,Therapeutic radioisotope (product),narrow,TP,RADIOIODINEABLA,AESI,439007
Radioiodine ablation therapy,SNOMEDCT_US,439007,Therapeutic radioisotope,C0358509,Therapeutic radioisotope (product),narrow,TP,RADIOIODINEABLA,AESI,439007
Restorative proctocolectomy as flare of UC,CCAM,HHFA022,Total colectomy with conservation of the rectum- with ileorectal anastomosis- by laparotomy,,,narrow,TP,RESTRPROCTOCOLECUC,AESI,HHFA022
Restorative proctocolectomy as flare of UC,CCAM,HHFA028,Secondary laparotomy proctectomy with transanal ileoanal anastomosis- after initial total colectomy,,,narrow,TP,RESTRPROCTOCOLECUC,AESI,HHFA028
Restorative proctocolectomy as flare of UC,CCAM,HHFA029,Total coloproctectomy with ileoanal anastomosis- by laparotomy,,,narrow,TP,RESTRPROCTOCOLECUC,AESI,HHFA029
Restorative proctocolectomy as flare of UC,CCAM,HHFA031,Total coloproctectomy with ileoanal anastomosis- by laparoscopy or by laparotomy with laparoscopic preparation,,,narrow,TP,RESTRPROCTOCOLECUC,AESI,HHFA031
Restorative proctocolectomy as flare of UC,ICD10CM,Z90.4,Acquired absence of other specified parts of digestive tract,C2977669,Acquired absence of other specified parts of digestive tract,possible,TP,RESTRPROCTOCOLECUC,AESI,Z90.4
Restorative proctocolectomy as flare of UC,ICD10CM,Z90.49,Acquired absence of other specified parts of digestive tract,C2977669,Acquired absence of other specified parts of digestive tract,possible,TP,RESTRPROCTOCOLECUC,AESI,Z90.49
Restorative proctocolectomy as flare of UC,ICD10PCS,0D1B0Z,Medical and Surgical @ Gastrointestinal System @ Bypass @ Ileum @ Open @ No Device,C2516473,Medical and Surgical @ Gastrointestinal System @ Bypass @ Ileum @ Open @ No Device,narrow,TP,RESTRPROCTOCOLECUC,AESI,0D1.B0Z
Restorative proctocolectomy as flare of UC,ICD10PCS,0D1B0ZQ,Bypass Ileum to Anus- Open Approach,C2405380,Bypass Ileum to Anus- Open Approach,narrow,TP,RESTRPROCTOCOLECUC,AESI,0D1.B0ZQ
Restorative proctocolectomy as flare of UC,ICD9PROC,45.9,Intestinal anastomosis,C0192711,Anastomosis of intestine,possible,TP,RESTRPROCTOCOLECUC,AESI,45.9
Restorative proctocolectomy as flare of UC,ICD9PROC,45.90,Intestinal anastomosis- not otherwise specified,C0192711,Anastomosis of intestine,possible,TP,RESTRPROCTOCOLECUC,AESI,45.90
Restorative proctocolectomy as flare of UC,ICD9PROC,45.95,Anastomosis to anus,C0176809,Anastomosis to anus,narrow,TP,RESTRPROCTOCOLECUC,AESI,45.95
Restorative proctocolectomy as flare of UC,NCMPNCSPNCRP,KJFH30,Kolektomi og mukosal rektotomi med ileoanal anastomose uden ileostomi [Total colectomy- mucosal proctectomy and ileoanal anastomosis without ileostomy With or without construction of ileoanal pouch ],,,narrow,TP,RESTRPROCTOCOLECUC,AESI,KJFH30
Restorative proctocolectomy as flare of UC,NCMPNCSPNCRP,KJFH31,Laparoskopisk kolektomi og mukosal rektotomi med ileoanal anastomose uden ileostomi [Laparoscopic total colectomy- mucosal proctectomy and ileoanal anastomosis without ileostomy With or without construction of ileoanal pouch],,,narrow,TP,RESTRPROCTOCOLECUC,AESI,KJFH31
Restorative proctocolectomy as flare of UC,NCMPNCSPNCRP,KJFH33,Kolektomi og mukosal rektotomi med ileoanal anastomose med ileostomi [Total colectomy- mucosal proctectomy- ileoanal anastomosis and ileostomy With mucosal or total proctectomy- with or without construction of ileoanal pouch],,,narrow,TP,RESTRPROCTOCOLECUC,AESI,KJFH33
Restorative proctocolectomy as flare of UC,NCMPNCSPNCRP,KJGB60,Excision af endetarm og ileoanal anastomose efter tidligere kolektomi [Excision of rectum and ileoanal anastomosis After previous colectomy Includes- Construction of ileoanal pouch],,,narrow,TP,RESTRPROCTOCOLECUC,AESI,KJGB60
Restorative proctocolectomy as flare of UC,NCMPNCSPNCRP,KJGB61,Laparoskopisk excision af endetarm og ileoanal anastomose efter tidligere kolektomi [Laparoscopic excision of rectum and ileoanal anastomosis After previous colectomy Includes- Construction of ileoanal pouch],,,narrow,TP,RESTRPROCTOCOLECUC,AESI,KJGB61
Restorative proctocolectomy as flare of UC,SCTSPA,11574002,construcción de un reservorio ileal endorrectal en H- con anastomosis quirúrgica al ano,C0192783,Creation of endorectal ileal H-pouch with anastomosis to anus,narrow,TP,RESTRPROCTOCOLECUC,AESI,11574002
Restorative proctocolectomy as flare of UC,SCTSPA,235332005,creación de reservorio ileal,C0400083,Creation of ileal pouch,narrow,TP,RESTRPROCTOCOLECUC,AESI,235332005
Restorative proctocolectomy as flare of UC,SCTSPA,235407009,enteroanastomosis,C0192711,Anastomosis of intestine,possible,TP,RESTRPROCTOCOLECUC,AESI,235407009
Restorative proctocolectomy as flare of UC,SCTSPA,303401008,panproctocolectomía de Parks- anastomosis de íleon a ano y creación de reservorio,C0554052,Parks panproctocolectomy- anastomosis of ileum to anus and creation of pouch,narrow,TP,RESTRPROCTOCOLECUC,AESI,303401008
Restorative proctocolectomy as flare of UC,SCTSPA,307183003,creación de reservorio ileoanal,C0585056,Creation of ileo-anal pouch,narrow,TP,RESTRPROCTOCOLECUC,AESI,307183003
Restorative proctocolectomy as flare of UC,SCTSPA,43868005,construcción de un reservorio ileal endorrectal en J- con anastomosis quirúrgica al ano,C0585057,Creation of endorectal ileal J-pouch with anastomosis to anus,narrow,TP,RESTRPROCTOCOLECUC,AESI,43868005
Restorative proctocolectomy as flare of UC,SCTSPA,787108001,proctocolectomía restaurativa laparoscópica con bolsillo ileal y anastomosis anal,C5192602,Laparoscopic restorative proctocolectomy with ileal pouch anal anastomosis,narrow,TP,RESTRPROCTOCOLECUC,AESI,787108001
Restorative proctocolectomy as flare of UC,SNOMEDCT_US,11574002,Creation of endorectal ileal H-pouch with anastomosis to anus,C0192783,Creation of endorectal ileal H-pouch with anastomosis to anus,narrow,TP,RESTRPROCTOCOLECUC,AESI,11574002
Restorative proctocolectomy as flare of UC,SNOMEDCT_US,235332005,Creation of ileal pouch,C0400083,Creation of ileal pouch,narrow,TP,RESTRPROCTOCOLECUC,AESI,235332005
Restorative proctocolectomy as flare of UC,SNOMEDCT_US,235407009,Anastomosis of intestine,C0192711,Anastomosis of intestine,possible,TP,RESTRPROCTOCOLECUC,AESI,235407009
Restorative proctocolectomy as flare of UC,SNOMEDCT_US,303401008,Parks panproctocolectomy- anastomosis of ileum to anus and creation of pouch,C0554052,Parks panproctocolectomy- anastomosis of ileum to anus and creation of pouch,narrow,TP,RESTRPROCTOCOLECUC,AESI,303401008
Restorative proctocolectomy as flare of UC,SNOMEDCT_US,307183003,Creation of ileo-anal pouch,C0585056,Creation of ileo-anal pouch,narrow,TP,RESTRPROCTOCOLECUC,AESI,307183003
Restorative proctocolectomy as flare of UC,SNOMEDCT_US,43868005,Creation of endorectal ileal J-pouch with anastomosis to anus,C0585057,Creation of endorectal ileal J-pouch with anastomosis to anus,narrow,TP,RESTRPROCTOCOLECUC,AESI,43868005
Restorative proctocolectomy as flare of UC,SNOMEDCT_US,787108001,Laparoscopic restorative proctocolectomy with ileal pouch anal anastomosis,C5192602,Laparoscopic restorative proctocolectomy with ileal pouch anal anastomosis,narrow,TP,RESTRPROCTOCOLECUC,AESI,787108001
Thyroidectomy in Graves,CCAM,KCFA001,Lobectomie unilatérale de la glande thyroïde- par cervicotomie,,,narrow,TP,THYROIDECTOMY,AESI,KCFA001
Thyroidectomy in Graves,CCAM,KCFA002,Thyroïdectomie totale avec résection partielle de cartilage du larynx- par cervicotomie,,,narrow,TP,THYROIDECTOMY,AESI,KCFA002
Thyroidectomy in Graves,CCAM,KCFA003,Thyroïdectomie totale avec résection non interruptrice de la trachée- par cervicotomie,,,narrow,TP,THYROIDECTOMY,AESI,KCFA003
Thyroidectomy in Graves,CCAM,KCFA004,Isthmectomie de la glande thyroïde- par cervicotomie,,,narrow,TP,THYROIDECTOMY,AESI,KCFA004
Thyroidectomy in Graves,CCAM,KCFA005,Thyroïdectomie totale- par cervicotomie,,,narrow,TP,THYROIDECTOMY,AESI,KCFA005
Thyroidectomy in Graves,CCAM,KCFA006,Thyroïdectomie totale avec résection interruptrice et anastomose de la trachée- par cervicotomie,,,narrow,TP,THYROIDECTOMY,AESI,KCFA006
Thyroidectomy in Graves,CCAM,KCFA007,Thyroïdectomie totale- par cervicothoracotomie,,,narrow,TP,THYROIDECTOMY,AESI,KCFA007
Thyroidectomy in Graves,CCAM,KCFA008,Lobo-isthmectomie unilatérale de la glande thyroïde- par cervicotomie,,,narrow,TP,THYROIDECTOMY,AESI,KCFA008
Thyroidectomy in Graves,CCAM,KCFA009,Thyroïdectomie subtotale- par cervicothoracotomie,,,narrow,TP,THYROIDECTOMY,AESI,KCFA009
Thyroidectomy in Graves,CCAM,KCFA010,Thyroïdectomie subtotale- par cervicotomie,,,narrow,TP,THYROIDECTOMY,AESI,KCFA010
Thyroidectomy in Graves,ICD10PCS,0GTG0ZZ,Resection of Left Thyroid Gland Lobe- Open Approach,C2413531,Resection of Left Thyroid Gland Lobe- Open Approach,narrow,TP,THYROIDECTOMY,AESI,0GT.G0ZZ
Thyroidectomy in Graves,ICD10PCS,0GTG4ZZ,Resection of Left Thyroid Gland Lobe- Percutaneous Endoscopic Approach,C2413532,Resection of Left Thyroid Gland Lobe- Percutaneous Endoscopic Approach,narrow,TP,THYROIDECTOMY,AESI,0GT.G4ZZ
Thyroidectomy in Graves,ICD10PCS,0GTH0ZZ,Resection of Right Thyroid Gland Lobe- Open Approach,C2413533,Resection of Right Thyroid Gland Lobe- Open Approach,narrow,TP,THYROIDECTOMY,AESI,0GT.H0ZZ
Thyroidectomy in Graves,ICD10PCS,0GTH4ZZ,Resection of Right Thyroid Gland Lobe- Percutaneous Endoscopic Approach,C2413534,Resection of Right Thyroid Gland Lobe- Percutaneous Endoscopic Approach,narrow,TP,THYROIDECTOMY,AESI,0GT.H4ZZ
Thyroidectomy in Graves,ICD10PCS,0GTK0ZZ,Resection of Thyroid Gland- Open Approach,C2413535,Resection of Thyroid Gland- Open Approach,narrow,TP,THYROIDECTOMY,AESI,0GT.K0ZZ
Thyroidectomy in Graves,MEDCODEID,266322016,Partial thyroidectomy NEC,C0193790,Subtotal thyroidectomy,narrow,TP,THYROIDECTOMY,AESI,266322016
Thyroidectomy in Graves,MEDCODEID,355914011,Bilateral subtotal thyroidectomy,C0193790,Subtotal thyroidectomy,narrow,TP,THYROIDECTOMY,AESI,355914011
Thyroidectomy in Graves,MEDCODEID,51831010,Subtotal thyroidectomy,C0193790,Subtotal thyroidectomy,narrow,TP,THYROIDECTOMY,AESI,51831010
Thyroidectomy in Graves,MEDCODEID,5969621000006114,Excision of pyramidal lobe of thyroid,C0585402,Excision of pyramidal lobe of thyroid,narrow,TP,THYROIDECTOMY,AESI,5969621000006114
Thyroidectomy in Graves,NCMPNCSPNCRP,KBAA20,Enkeltsidig resektion af skjoldbruskkirtlen [Unilateral partial excision of thyroid gland Includes- Enucleation of local lesion],,,narrow,TP,THYROIDECTOMY,AESI,KBAA20
Thyroidectomy in Graves,NCMPNCSPNCRP,KBAA20A,Enkeltsidig resektion af intratorakal skjoldbruskkirtel,,,narrow,TP,THYROIDECTOMY,AESI,KBAA20A
Thyroidectomy in Graves,NCMPNCSPNCRP,KBAA25,Dobbeltsidig resektion af skjoldbruskkirtlen [Bilateral partial excision of thyroid gland],,,narrow,TP,THYROIDECTOMY,AESI,KBAA25
Thyroidectomy in Graves,NCMPNCSPNCRP,KBAA25A,Dobbeltsidig resektion af intratorakal skjoldbruskkirtel,,,narrow,TP,THYROIDECTOMY,AESI,KBAA25A
Thyroidectomy in Graves,NCMPNCSPNCRP,KBAA30,Resektion af isthmus i skjoldbruskkirtlen [Excision of thyroid isthmus],,,narrow,TP,THYROIDECTOMY,AESI,KBAA30
Thyroidectomy in Graves,NCMPNCSPNCRP,KBAA40,Enkeltsidig lobektomi af skjoldbruskkirtlen [Unilateral lobectomy of thyroid gland],,,narrow,TP,THYROIDECTOMY,AESI,KBAA40
Thyroidectomy in Graves,NCMPNCSPNCRP,KBAA40A,Enkeltsidig lobektomi af intratorakal skjoldbruskkirtel,,,narrow,TP,THYROIDECTOMY,AESI,KBAA40A
Thyroidectomy in Graves,NCMPNCSPNCRP,KBAA43,Kompletterende enkeltsidig lobektomi af skjoldbruskkirtlen,,,narrow,TP,THYROIDECTOMY,AESI,KBAA43
Thyroidectomy in Graves,NCMPNCSPNCRP,KBAA43A,Kompletterende enkeltsidig lobektomi af intratorakal skjoldbruskkirtel,,,narrow,TP,THYROIDECTOMY,AESI,KBAA43A
Thyroidectomy in Graves,NCMPNCSPNCRP,KBAA50,Lobektomi og resektion af kontralaterale lap af skjoldbruskkirtlen [Lobectomy and resection of contralateral lobe of thyroid gland],,,narrow,TP,THYROIDECTOMY,AESI,KBAA50
Thyroidectomy in Graves,NCMPNCSPNCRP,KBAA50A,Lobektomi og resektion af kontralaterale lap af intratorakal skjoldbruskkirtel,,,narrow,TP,THYROIDECTOMY,AESI,KBAA50A
Thyroidectomy in Graves,NCMPNCSPNCRP,KBAA60,Total thyroidektomi [Total thyroidectom],,,narrow,TP,THYROIDECTOMY,AESI,KBAA60
Thyroidectomy in Graves,NCMPNCSPNCRP,KBAA60A,Total thyroidektomi ved intratorakal skjoldbruskkirtel,,,narrow,TP,THYROIDECTOMY,AESI,KBAA60A
Thyroidectomy in Graves,NCMPNCSPNCRP,KBAA99,Anden operation på skjoldbruskkirtlen [Other operation on thyroid gland],,,narrow,TP,THYROIDECTOMY,AESI,KBAA99
Thyroidectomy in Graves,SCTSPA,307542005,resecciÃ³n de lÃ³bulo piramidal de glÃ¡ndula tiroides,C0585402,Excision of pyramidal lobe of thyroid,narrow,TP,THYROIDECTOMY,AESI,307542005
Thyroidectomy in Graves,SCTSPA,30956003,tiroidectomÃ­a subtotal,C0193790,Subtotal thyroidectomy,narrow,TP,THYROIDECTOMY,AESI,30956003
Thyroidectomy in Graves,SNOMEDCT_US,148778004,Partial thyroidectomy,C0193790,Subtotal thyroidectomy,narrow,TP,THYROIDECTOMY,AESI,148778004
Thyroidectomy in Graves,SNOMEDCT_US,171970004,Subtotal thyroidectomy,C0193790,Subtotal thyroidectomy,narrow,TP,THYROIDECTOMY,AESI,171970004
Thyroidectomy in Graves,SNOMEDCT_US,302339008,Partial thyroidectomy,C0193790,Subtotal thyroidectomy,narrow,TP,THYROIDECTOMY,AESI,302339008
Thyroidectomy in Graves,SNOMEDCT_US,307542005,Excision of pyramidal lobe of thyroid,C0585402,Excision of pyramidal lobe of thyroid,narrow,TP,THYROIDECTOMY,AESI,307542005
Thyroidectomy in Graves,SNOMEDCT_US,30956003,Subtotal thyroidectomy,C0193790,Subtotal thyroidectomy,narrow,TP,THYROIDECTOMY,AESI,30956003
